15042018,13:50:49,     33,1926,OFF,OFF,OFF,ON,ON,OFF
15042018,13:51:09,4,234,ON,OFF,OFF,OFF,OFF,OFF
15042018,13:51:29,3,225,OFF,OFF,OFF,OFF,OFF,OFF
15042018,13:51:49,     11,649,OFF,OFF,OFF,ON,ON,ON
15042018,13:52:09,     11,675,OFF,OFF,OFF,ON,ON,ON
15042018,13:52:29,5,318,OFF,OFF,OFF,OFF,OFF,OFF
15042018,14:27:40,     16,945,OFF,OFF,ON,ON,ON,ON
15042018,14:28:00,     16,943,OFF,OFF,ON,ON,ON,ON
15042018,14:28:20,164,9601,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:28:40,-262,-15274,OFF,OFF,OFF,OFF,OFF,OFF
15042018,14:29:01,     -286,-16683,OFF,OFF,OFF,ON,ON,OFF
15042018,14:29:21,-267,-15596,OFF,OFF,OFF,OFF,OFF,OFF
15042018,14:29:41,     34,1998,OFF,OFF,OFF,ON,ON,OFF
15042018,14:30:01,     19,1113,OFF,OFF,OFF,ON,ON,ON
15042018,14:30:21,-252,-14668,OFF,OFF,OFF,OFF,OFF,OFF
15042018,14:30:41,     17,1002,OFF,OFF,ON,ON,ON,ON
15042018,14:31:01,-271,-15824,OFF,OFF,OFF,OFF,OFF,OFF
15042018,14:31:22,-272,-15853,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:31:42,22,1309,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:32:02,     20,1170,OFF,OFF,ON,ON,ON,ON
15042018,14:32:22,165,9619,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:32:42,     32,1911,OFF,OFF,OFF,ON,ON,OFF
15042018,14:33:02,     -331,-19281,OFF,OFF,ON,ON,ON,ON
15042018,14:33:22,     -259,-15128,OFF,OFF,OFF,ON,ON,OFF
15042018,14:33:42,165,9650,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:34:02,     15,928,OFF,OFF,ON,ON,ON,ON
15042018,14:34:22,     16,939,OFF,OFF,OFF,ON,ON,ON
15042018,14:34:42,     35,2073,OFF,OFF,OFF,ON,ON,OFF
15042018,14:35:02,     15,909,OFF,OFF,OFF,ON,ON,ON
15042018,14:35:22,     34,2028,OFF,OFF,ON,ON,ON,OFF
15042018,14:35:43,     -279,-16251,OFF,OFF,ON,ON,ON,ON
15042018,14:36:03,     -298,-17372,OFF,OFF,OFF,ON,ON,OFF
15042018,14:36:23,-274,-15982,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:36:43,-284,-16532,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:37:03,     19,1146,OFF,OFF,OFF,ON,ON,ON
15042018,14:37:23,-285,-16616,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:37:44,165,9620,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:38:04,166,9692,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:38:24,167,9749,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:38:44,167,9727,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:39:04,     -310,-18060,OFF,OFF,ON,ON,ON,ON
15042018,14:39:24,     15,921,OFF,OFF,ON,ON,ON,ON
15042018,14:39:44,-260,-15136,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:40:04,     -302,-17604,OFF,OFF,ON,ON,ON,ON
15042018,14:40:25,-258,-15072,OFF,OFF,OFF,OFF,OFF,OFF
15042018,14:40:45,     16,941,OFF,OFF,ON,ON,ON,ON
15042018,14:41:05,     15,898,OFF,OFF,OFF,ON,ON,ON
15042018,14:41:25,-270,-15761,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:41:45,     -286,-16649,OFF,OFF,OFF,ON,ON,OFF
15042018,14:42:05,     -310,-18070,OFF,OFF,OFF,ON,ON,OFF
15042018,14:42:25,     19,1146,OFF,OFF,ON,ON,ON,ON
15042018,14:42:45,     22,1311,OFF,OFF,OFF,ON,ON,ON
15042018,14:43:05,     32,1887,OFF,OFF,OFF,ON,ON,OFF
15042018,14:43:25,     32,1902,OFF,OFF,OFF,ON,ON,OFF
15042018,14:43:45,     36,2097,OFF,OFF,OFF,ON,ON,OFF
15042018,14:44:06,     37,2189,OFF,OFF,ON,ON,ON,OFF
15042018,14:44:26,     32,1920,OFF,OFF,OFF,ON,ON,OFF
15042018,14:44:46,     89,5210,OFF,OFF,ON,ON,ON,ON
15042018,14:45:06,     19,1149,OFF,OFF,ON,ON,ON,ON
15042018,14:45:26,     18,1072,OFF,OFF,ON,ON,ON,ON
15042018,14:45:46,160,9353,OFF,OFF,ON,OFF,OFF,OFF
15042018,14:46:06,     13,780,OFF,OFF,OFF,ON,ON,ON
15042018,14:46:26,     -293,-17098,OFF,OFF,OFF,ON,ON,OFF
15042018,14:46:46,     25,1512,OFF,OFF,ON,ON,ON,ON
15042018,14:47:06,-269,-15661,OFF,OFF,OFF,OFF,OFF,OFF
15042018,14:47:26,     18,1059,OFF,OFF,ON,ON,ON,ON
15042018,15:47:21,     29,1725,OFF,OFF,ON,ON,ON,ON
15042018,15:47:41,     -260,-15168,OFF,OFF,ON,ON,ON,OFF
15042018,15:48:01,     31,1848,OFF,OFF,OFF,ON,ON,OFF
15042018,15:48:21,82,4788,OFF,OFF,ON,ON,OFF,OFF
15042018,15:48:41,-251,-14623,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:49:02,-260,-15170,OFF,OFF,ON,OFF,OFF,OFF
15042018,15:57:58,5,311,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:57:59,4,288,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:57:59,4,288,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:00,4,287,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:00,4,288,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:01,5,312,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:01,6,363,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:02,4,288,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:02,5,311,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:03,5,311,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:03,5,312,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:04,4,288,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:05,5,335,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:05,5,312,ON,OFF,OFF,OFF,OFF,OFF
15042018,15:58:06,5,312,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:06,5,312,ON,OFF,OFF,OFF,OFF,OFF
15042018,15:58:07,5,312,ON,OFF,OFF,OFF,OFF,OFF
15042018,15:58:07,4,288,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:08,5,312,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:08,5,312,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:09,4,288,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:10,5,312,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:10,5,311,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:11,5,336,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:11,5,312,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:12,6,362,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:12,5,312,ON,OFF,OFF,OFF,OFF,OFF
15042018,15:58:13,5,311,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:13,5,312,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:14,5,312,OFF,OFF,OFF,OFF,OFF,OFF
15042018,15:58:14,4,288,OFF,OFF,OFF,OFF,OFF,OFF
